"","SiteID","symbol","N","mean","sd","se"
"290","GUSG_DENSE","PHAU3",12,0,0,0
"291","GUSG_DENSE","PHHOC",12,0,0,0
"292","GUSG_DENSE","PHLO2",12,0.277777777777778,0.600224424919013,0.17326986665059
"293","GUSG_DENSE","PHRE9",12,0.166666666666666,0.414387707005373,0.119623427094212
"294","GUSG_DENSE","PIDE4",12,0,0,0
"295","GUSG_DENSE","PIED",12,0,0,0
"296","GUSG_DENSE","PLJA",12,0.388888888888889,0.919302912601633,0.26537989202868
"297","GUSG_DENSE","PLPA2",12,0.888888888888889,2.67171239807864,0.771256936113983
"298","GUSG_DENSE","POFE",12,0,0,0
"299","GUSG_DENSE","S",12,0,0,0
"300","GUSG_DENSE","SATR12",12,0,0,0
"301","GUSG_DENSE","SAUU3",12,0,0,0
"302","GUSG_DENSE","SAVE4",12,0.388888888888889,1.34715062810913,0.388888888888889
"303","GUSG_DENSE","SCLI",12,0.222222222222223,0.769800358919502,0.222222222222223
"304","GUSG_DENSE","SPCO",12,2.5,2.65337597042033,0.765963665391732
"305","GUSG_DENSE","SPCR",12,0,0,0
"306","GUSG_DENSE","THAU3",12,0.555555555555556,1.92450089729875,0.555555555555556
"307","GUSG_DENSE","TOAN",12,0.0555555555555556,0.192450089729875,0.0555555555555556
"308","GUSG_DENSE","TRDU",12,0,0,0
"309","GUSG_DENSE","UNKM",12,0,0,0
"310","GUSG_DENSE","UNKSEEDLING",12,0.0555555555555556,0.192450089729875,0.0555555555555556
"311","GUSG_DENSE","VUOC",12,1,3.06824728699326,0.885726698542947
"312","GUSG_DENSE","WL",12,4.88888888888889,5.04791852960025,1.457208560956
"313","IM","ACHY",2,2,0,0
"314","IM","ADLE",2,0,0,0
"315","IM","AGCR",2,0,0,0
"316","IM","ARFR4",2,0,0,0
"317","IM","ARNO4",2,0.666666666666665,0.942809041582061,0.666666666666665
"318","IM","ARPU9",2,0,0,0
"319","IM","ARTR2",2,1,1.4142135623731,1
"320","IM","ASAM5",2,0,0,0
"321","IM","ASTRA",2,1,1.4142135623731,1
"322","IM","ASTRA01",2,0,0,0
"323","IM","ASTRA2",2,1,1.4142135623731,1
"324","IM","ATCA2",2,0,0,0
"325","IM","ATCO",2,0,0,0
"326","IM","BOGR2",2,23,32.5269119345812,23
"327","IM","BRTE",2,0,0,0
"328","IM","BUNKF01",2,0,0,0
"329","IM","CHDE2",2,0.333333333333333,0.471404520791032,0.333333333333333
"330","IM","CHER2",2,0,0,0
"331","IM","CHVI8",2,0,0,0
"332","IM","COWRW",2,0,0,0
"333","IM","CRMI",2,0.333333333333333,0.471404520791032,0.333333333333333
"334","IM","DEPI",2,0,0,0
"335","IM","DRCU",2,0,0,0
"336","IM","ELEL5",2,2.33333333333333,3.29983164553722,2.33333333333333
"337","IM","ERCI6",2,0,0,0
"338","IM","ERCO27",2,0,0,0
"339","IM","ERIGE2",2,0,0,0
"340","IM","ERIGERON SP.",2,0,0,0
"341","IM","ERLE10",2,0,0,0
"342","IM","ERLO4",2,0,0,0
"343","IM","ERNA10",2,0,0,0
"344","IM","ERPU9",2,0,0,0
"345","IM","GUSA2",2,5,7.07106781186548,5
"346","IM","HECO26",2,1.66666666666666,2.35702260395516,1.66666666666666
"347","IM","HL",2,43,22.1560124771785,15.6666666666667
"348","IM","HYFI",2,0,0,0
"349","IM","IPPU4",2,0,0,0
"350","IM","IPRO",2,0,0,0
"351","IM","JUOS",2,0,0,0
"352","IM","KRLA2",2,0,0,0
"353","IM","LAOC3",2,3.33333333333333,4.71404520791032,3.33333333333333
"354","IM","LARE",2,0,0,0
"355","IM","LEMO2",2,0,0,0
"356","IM","LEMO3",2,0.333333333333333,0.471404520791032,0.333333333333333
"357","IM","LESA4",2,0,0,0
"358","IM","MAPI",2,0,0,0
"359","IM","MAVU",2,0,0,0
"360","IM","None",2,35.3333333333333,36.7695526217004,26
"361","IM","OECA10",2,0,0,0
"362","IM","OPPO",2,0.666666666666665,0.942809041582061,0.666666666666665
"363","IM","ORFA",2,0,0,0
"364","IM","PAMU11",2,0,0,0
"365","IM","PASM",2,0,0,0
"366","IM","PEBR9",2,0,0,0
"367","IM","PEPU7",2,4.66666666666667,6.59966329107444,4.66666666666667
"368","IM","PHAU3",2,0.666666666666665,0.942809041582061,0.666666666666665
"369","IM","PHHOC",2,0,0,0
"370","IM","PHLO2",2,0.333333333333333,0.471404520791032,0.333333333333333
"371","IM","PHRE9",2,0,0,0
"372","IM","PIDE4",2,0,0,0
"373","IM","PIED",2,0,0,0
"374","IM","PLJA",2,7,2.35702260395516,1.66666666666667
"375","IM","PLPA2",2,0,0,0
"376","IM","POFE",2,0,0,0
"377","IM","S",2,0,0,0
"378","IM","SATR12",2,1,1.4142135623731,1
"379","IM","SAUU3",2,0,0,0
"380","IM","SAVE4",2,0,0,0
"381","IM","SCLI",2,0,0,0
"382","IM","SPCO",2,0.666666666666665,0.942809041582061,0.666666666666665
"383","IM","SPCR",2,0,0,0
"384","IM","THAU3",2,0,0,0
"385","IM","TOAN",2,0,0,0
"386","IM","TRDU",2,0,0,0
"387","IM","UNKM",2,0,0,0
"388","IM","UNKSEEDLING",2,0,0,0
"389","IM","VUOC",2,0,0,0
"390","IM","WL",2,2.33333333333333,3.29983164553722,2.33333333333333
"391","SS","ACHY",2,0,0,0
"392","SS","ADLE",2,0,0,0
"393","SS","AGCR",2,0,0,0
"394","SS","ARFR4",2,0,0,0
"395","SS","ARNO4",2,0,0,0
"396","SS","ARPU9",2,0,0,0
"397","SS","ARTR2",2,18.3333333333333,4.24264068711928,3
"398","SS","ASAM5",2,0,0,0
"399","SS","ASTRA",2,0,0,0
"400","SS","ASTRA01",2,0,0,0
"401","SS","ASTRA2",2,0,0,0
"402","SS","ATCA2",2,0,0,0
"403","SS","ATCO",2,0,0,0
"404","SS","BOGR2",2,24.6666666666667,4.71404520791034,3.33333333333335
"405","SS","BRTE",2,0.333333333333333,0.471404520791032,0.333333333333333
"406","SS","BUNKF01",2,0,0,0
"407","SS","CHDE2",2,0,0,0
"408","SS","CHER2",2,0,0,0
"409","SS","CHVI8",2,0,0,0
"410","SS","COWRW",2,0,0,0
"411","SS","CRMI",2,0,0,0
"412","SS","DEPI",2,0,0,0
"413","SS","DRCU",2,0,0,0
"414","SS","ELEL5",2,2,2.82842712474619,2
"415","SS","ERCI6",2,0,0,0
"416","SS","ERCO27",2,0.666666666666667,0,0
"417","SS","ERIGE2",2,0,0,0
"418","SS","ERIGERON SP.",2,0,0,0
"419","SS","ERLE10",2,0,0,0
"420","SS","ERLO4",2,0,0,0
"421","SS","ERNA10",2,0,0,0
"422","SS","ERPU9",2,0,0,0
"423","SS","GUSA2",2,2.66666666666667,2.82842712474619,2
"424","SS","HECO26",2,0.666666666666665,0.942809041582061,0.666666666666665
"425","SS","HL",2,54,10.3708994574027,7.3333333333333
"426","SS","HYFI",2,0.333333333333333,0.471404520791032,0.333333333333333
"427","SS","IPPU4",2,0,0,0
"428","SS","IPRO",2,0.666666666666665,0.942809041582061,0.666666666666665
"429","SS","JUOS",2,0,0,0
"430","SS","KRLA2",2,0,0,0
"431","SS","LAOC3",2,0.333333333333333,0.471404520791032,0.333333333333333
"432","SS","LARE",2,0,0,0
"433","SS","LEMO2",2,0,0,0
"434","SS","LEMO3",2,0,0,0
"435","SS","LESA4",2,0,0,0
"436","SS","MAPI",2,0,0,0
"437","SS","MAVU",2,0,0,0
"438","SS","None",2,24.3333333333333,3.29983164553725,2.33333333333335
"439","SS","OECA10",2,0,0,0
"440","SS","OPPO",2,0,0,0
"441","SS","ORFA",2,0,0,0
"442","SS","PAMU11",2,2,2.82842712474619,2
"443","SS","PASM",2,0,0,0
"444","SS","PEBR9",2,0,0,0
"445","SS","PEPU7",2,0.666666666666665,0.942809041582061,0.666666666666665
"446","SS","PHAU3",2,0,0,0
"447","SS","PHHOC",2,0,0,0
"448","SS","PHLO2",2,0,0,0
"449","SS","PHRE9",2,0,0,0
"450","SS","PIDE4",2,0,0,0
"451","SS","PIED",2,0,0,0
"452","SS","PLJA",2,2.66666666666667,3.77123616632825,2.66666666666667
"453","SS","PLPA2",2,0.666666666666665,0.942809041582061,0.666666666666665
"454","SS","POFE",2,0.666666666666665,0.942809041582061,0.666666666666665
"455","SS","S",2,0,0,0
"456","SS","SATR12",2,0,0,0
"457","SS","SAUU3",2,0,0,0
"458","SS","SAVE4",2,0,0,0
"459","SS","SCLI",2,0,0,0
"460","SS","SPCO",2,0.666666666666665,0.942809041582061,0.666666666666665
"461","SS","SPCR",2,0,0,0
"462","SS","THAU3",2,0,0,0
"463","SS","TOAN",2,0,0,0
"464","SS","TRDU",2,0,0,0
"465","SS","UNKM",2,0,0,0
"466","SS","UNKSEEDLING",2,0,0,0
"467","SS","VUOC",2,0.666666666666665,0.942809041582061,0.666666666666665
"468","SS","WL",2,0.666666666666665,0.942809041582061,0.666666666666665
"469","TR","ACHY",2,8.33333333333335,8.95668589502963,6.33333333333335
"470","TR","ADLE",2,0,0,0
"471","TR","AGCR",2,0,0,0
"472","TR","ARFR4",2,0.333333333333333,0.471404520791032,0.333333333333333
"473","TR","ARNO4",2,0,0,0
"474","TR","ARPU9",2,0,0,0
"475","TR","ARTR2",2,19.6666666666667,3.29983164553725,2.33333333333335
"476","TR","ASAM5",2,0,0,0
"477","TR","ASTRA",2,0,0,0
"478","TR","ASTRA01",2,0,0,0
"479","TR","ASTRA2",2,0,0,0
"480","TR","ATCA2",2,0,0,0
"481","TR","ATCO",2,0,0,0
"482","TR","BOGR2",2,0,0,0
"483","TR","BRTE",2,3,4.24264068711928,3
"484","TR","BUNKF01",2,0,0,0
"485","TR","CHDE2",2,0,0,0
"486","TR","CHER2",2,0,0,0
"487","TR","CHVI8",2,0,0,0
"488","TR","COWRW",2,0,0,0
"489","TR","CRMI",2,0,0,0
"490","TR","DEPI",2,0,0,0
"491","TR","DRCU",2,0,0,0
"492","TR","ELEL5",2,10.6666666666667,4.71404520791032,3.33333333333333
"493","TR","ERCI6",2,0,0,0
"494","TR","ERCO27",2,0.666666666666665,0.942809041582061,0.666666666666665
"495","TR","ERIGE2",2,0,0,0
"496","TR","ERIGERON SP.",2,0,0,0
"497","TR","ERLE10",2,0,0,0
"498","TR","ERLO4",2,0,0,0
"499","TR","ERNA10",2,0,0,0
"500","TR","ERPU9",2,0,0,0
"501","TR","GUSA2",2,0.666666666666667,0,0
"502","TR","HECO26",2,0,0,0
"503","TR","HL",2,54.6666666666667,26.3986531642978,18.6666666666667
"504","TR","HYFI",2,0,0,0
"505","TR","IPPU4",2,0,0,0
"506","TR","IPRO",2,0,0,0
"507","TR","JUOS",2,0,0,0
"508","TR","KRLA2",2,0,0,0
"509","TR","LAOC3",2,3.66666666666667,5.18544972870135,3.66666666666667
"510","TR","LARE",2,0,0,0
"511","TR","LEMO2",2,0,0,0
"512","TR","LEMO3",2,0,0,0
"513","TR","LESA4",2,0,0,0
"514","TR","MAPI",2,0,0,0
"515","TR","MAVU",2,0,0,0
"516","TR","None",2,35.6666666666667,26.8700576850888,19
"517","TR","OECA10",2,0.333333333333333,0.471404520791032,0.333333333333333
"518","TR","OPPO",2,0,0,0
"519","TR","ORFA",2,0,0,0
"520","TR","PAMU11",2,0,0,0
"521","TR","PASM",2,0,0,0
"522","TR","PEBR9",2,0,0,0
"523","TR","PEPU7",2,0,0,0
"524","TR","PHAU3",2,0,0,0
"525","TR","PHHOC",2,0,0,0
"526","TR","PHLO2",2,0,0,0
"527","TR","PHRE9",2,0,0,0
"528","TR","PIDE4",2,0,0,0
"529","TR","PIED",2,0,0,0
"530","TR","PLJA",2,0,0,0
"531","TR","PLPA2",2,0,0,0
"532","TR","POFE",2,0,0,0
"533","TR","S",2,0.333333333333333,0.471404520791032,0.333333333333333
"534","TR","SATR12",2,4,5.65685424949238,4
"535","TR","SAUU3",2,0,0,0
"536","TR","SAVE4",2,0,0,0
"537","TR","SCLI",2,2.33333333333333,3.29983164553722,2.33333333333333
"538","TR","SPCO",2,6.33333333333333,4.24264068711929,3
"539","TR","SPCR",2,0,0,0
"540","TR","THAU3",2,0,0,0
"541","TR","TOAN",2,0,0,0
"542","TR","TRDU",2,0,0,0
"543","TR","UNKM",2,0,0,0
"544","TR","UNKSEEDLING",2,0,0,0
"545","TR","VUOC",2,0,0,0
"546","TR","WL",2,1.33333333333334,1.88561808316413,1.33333333333334
"547","WH","ACHY",3,1.11111111111111,1.38777733297742,0.801233616769777
"548","WH","ADLE",3,0,0,0
"549","WH","AGCR",3,0,0,0
"550","WH","ARFR4",3,0,0,0
"551","WH","ARNO4",3,3.33333333333333,4.16333199893227,2.40370085030933
"552","WH","ARPU9",3,0,0,0
"553","WH","ARTR2",3,7.1111111111111,6.19438216211837,3.57632820876246
"554","WH","ASAM5",3,0,0,0
"555","WH","ASTRA",3,0,0,0
"556","WH","ASTRA01",3,0,0,0
"557","WH","ASTRA2",3,0,0,0
"558","WH","ATCA2",3,0,0,0
"559","WH","ATCO",3,0,0,0
"560","WH","BOGR2",3,21.5555555555556,11.5918234273289,6.69254237616694
"561","WH","BRTE",3,1.55555555555556,2.14303350244288,1.23728096951778
"562","WH","BUNKF01",3,0,0,0
"563","WH","CHDE2",3,0.666666666666666,0.666666666666665,0.38490017945975
"564","WH","CHER2",3,2.44444444444444,4.23390197405725,2.44444444444444
"565","WH","CHVI8",3,0,0,0
"566","WH","COWRW",3,0,0,0
"567","WH","CRMI",3,0,0,0
"568","WH","DEPI",3,0.222222222222222,0.384900179459751,0.222222222222222
"569","WH","DRCU",3,0,0,0
"570","WH","ELEL5",3,4.22222222222222,0.769800358919505,0.444444444444447
"571","WH","ERCI6",3,0,0,0
"572","WH","ERCO27",3,0.222222222222222,0.384900179459751,0.222222222222222
"573","WH","ERIGE2",3,0,0,0
"574","WH","ERIGERON SP.",3,0,0,0
"575","WH","ERLE10",3,0,0,0
"576","WH","ERLO4",3,0,0,0
"577","WH","ERNA10",3,0,0,0
"578","WH","ERPU9",3,0,0,0
"579","WH","GUSA2",3,0.888888888888889,1.01835015443463,0.587944735792131
"580","WH","HECO26",3,6,4.66666666666667,2.69430125621825
"581","WH","HL",3,53.7777777777778,4.33760473243183,2.50431725990771
"582","WH","HYFI",3,0,0,0
"583","WH","IPPU4",3,0.222222222222222,0.384900179459751,0.222222222222222
"584","WH","IPRO",3,0,0,0
"585","WH","JUOS",3,0.444444444444443,0.769800358919499,0.444444444444443
"586","WH","KRLA2",3,0,0,0
"587","WH","LAOC3",3,1.11111111111111,1.38777733297742,0.801233616769777
"588","WH","LARE",3,0,0,0
"589","WH","LEMO2",3,0,0,0
"590","WH","LEMO3",3,0.222222222222222,0.384900179459751,0.222222222222222
"591","WH","LESA4",3,0,0,0
"592","WH","MAPI",3,0,0,0
"593","WH","MAVU",3,0,0,0
"594","WH","None",3,22.8888888888889,5.4296852101647,3.13483021770352
"595","WH","OECA10",3,0,0,0
"596","WH","OPPO",3,0.666666666666667,1.15470053837925,0.666666666666667
"597","WH","ORFA",3,0,0,0
"598","WH","PAMU11",3,0,0,0
"599","WH","PASM",3,1.33333333333333,2.3094010767585,1.33333333333333
"600","WH","PEBR9",3,0,0,0
"601","WH","PEPU7",3,0,0,0
"602","WH","PHAU3",3,0.666666666666667,1.15470053837925,0.666666666666667
"603","WH","PHHOC",3,0,0,0
"604","WH","PHLO2",3,0,0,0
"605","WH","PHRE9",3,0,0,0
"606","WH","PIDE4",3,0,0,0
"607","WH","PIED",3,1.33333333333333,2.3094010767585,1.33333333333333
"608","WH","PLJA",3,11.7777777777778,5.59099805573739,3.22796423251866
"609","WH","PLPA2",3,0.444444444444445,0.384900179459751,0.222222222222222
"610","WH","POFE",3,0,0,0
"611","WH","S",3,0,0,0
"612","WH","SATR12",3,0,0,0
"613","WH","SAUU3",3,0,0,0
"614","WH","SAVE4",3,0,0,0
"615","WH","SCLI",3,0.666666666666666,0.666666666666665,0.38490017945975
"616","WH","SPCO",3,0.88888888888889,1.539600717839,0.88888888888889
"617","WH","SPCR",3,0.444444444444443,0.769800358919499,0.444444444444443
"618","WH","THAU3",3,0,0,0
"619","WH","TOAN",3,0,0,0
"620","WH","TRDU",3,0,0,0
"621","WH","UNKM",3,0,0,0
"622","WH","UNKSEEDLING",3,0,0,0
"623","WH","VUOC",3,0,0,0
"624","WH","WL",3,2.66666666666667,1.15470053837925,0.666666666666667
"625","WM","ACHY",2,0.333333333333333,0.471404520791032,0.333333333333333
"626","WM","ADLE",2,0,0,0
"627","WM","AGCR",2,0,0,0
"628","WM","ARFR4",2,0,0,0
"629","WM","ARNO4",2,0,0,0
"630","WM","ARPU9",2,0,0,0
"631","WM","ARTR2",2,30.3333333333333,2.35702260395513,1.66666666666665
"632","WM","ASAM5",2,0,0,0
"633","WM","ASTRA",2,0,0,0
"634","WM","ASTRA01",2,0,0,0
"635","WM","ASTRA2",2,0,0,0
"636","WM","ATCA2",2,0,0,0
"637","WM","ATCO",2,0,0,0
"638","WM","BOGR2",2,12.3333333333333,7.07106781186545,4.99999999999998
"639","WM","BRTE",2,0,0,0
"640","WM","BUNKF01",2,0,0,0
"641","WM","CHDE2",2,0,0,0
"642","WM","CHER2",2,0,0,0
"643","WM","CHVI8",2,0,0,0
"644","WM","COWRW",2,0,0,0
"645","WM","CRMI",2,0,0,0
"646","WM","DEPI",2,0.333333333333333,0.471404520791032,0.333333333333333
"647","WM","DRCU",2,0,0,0
"648","WM","ELEL5",2,4.66666666666667,2.82842712474619,2
"649","WM","ERCI6",2,0,0,0
"650","WM","ERCO27",2,0,0,0
"651","WM","ERIGE2",2,0,0,0
"652","WM","ERIGERON SP.",2,0,0,0
"653","WM","ERLE10",2,0,0,0
"654","WM","ERLO4",2,0,0,0
"655","WM","ERNA10",2,0,0,0
"656","WM","ERPU9",2,0,0,0
"657","WM","GUSA2",2,0,0,0
"658","WM","HECO26",2,0,0,0
"659","WM","HL",2,50.6666666666667,6.59966329107442,4.66666666666665
"660","WM","HYFI",2,0,0,0
"661","WM","IPPU4",2,0,0,0
"662","WM","IPRO",2,0,0,0
"663","WM","JUOS",2,0,0,0
"664","WM","KRLA2",2,0,0,0
"665","WM","LAOC3",2,0,0,0
"666","WM","LARE",2,0,0,0
"667","WM","LEMO2",2,0,0,0
"668","WM","LEMO3",2,0,0,0
"669","WM","LESA4",2,0,0,0
"670","WM","MAPI",2,0,0,0
"671","WM","MAVU",2,0,0,0
"672","WM","None",2,36.6666666666667,3.77123616632823,2.66666666666665
"673","WM","OECA10",2,0,0,0
"674","WM","OPPO",2,0.666666666666665,0.942809041582061,0.666666666666665
"675","WM","ORFA",2,0,0,0
"676","WM","PAMU11",2,0,0,0
"677","WM","PASM",2,0,0,0
"678","WM","PEBR9",2,0,0,0
"679","WM","PEPU7",2,0,0,0
"680","WM","PHAU3",2,0,0,0
"681","WM","PHHOC",2,0,0,0
"682","WM","PHLO2",2,0,0,0
"683","WM","PHRE9",2,0,0,0
"684","WM","PIDE4",2,0,0,0
"685","WM","PIED",2,0,0,0
"686","WM","PLJA",2,0,0,0
"687","WM","PLPA2",2,0.333333333333333,0.471404520791032,0.333333333333333
"688","WM","POFE",2,0.333333333333333,0.471404520791032,0.333333333333333
"689","WM","S",2,0,0,0
"690","WM","SATR12",2,0,0,0
"691","WM","SAUU3",2,0,0,0
"692","WM","SAVE4",2,0,0,0
"693","WM","SCLI",2,0,0,0
"694","WM","SPCO",2,0.333333333333333,0.471404520791032,0.333333333333333
"695","WM","SPCR",2,0,0,0
"696","WM","THAU3",2,0,0,0
"697","WM","TOAN",2,0,0,0
"698","WM","TRDU",2,0,0,0
"699","WM","UNKM",2,0,0,0
"700","WM","UNKSEEDLING",2,0,0,0
"701","WM","VUOC",2,0.666666666666667,0,0
"702","WM","WL",2,5.33333333333333,4.71404520791032,3.33333333333333
